order_id,merchant_id,timestamp,merchant_lat,merchant_lon,rider_lat,rider_lon,distance_km,is_gaming_simulated,base_kpt_min,hidden_load_index
ORD-10245,reliable_rest,2026-03-01 19:37,12.9716,77.5946,12.98202,77.62147,N/A,False,16,0.27
ORD-10246,reliable_rest,2026-03-01 19:40,12.9716,77.5946,13.00941,77.60886,N/A,False,19,0.78
ORD-10247,spice_garden,2026-03-01 19:47,12.9718,77.5948,12.97279,77.59524,N/A,True,18,0.35
ORD-10248,reliable_rest,2026-03-01 19:28,12.9716,77.5946,13.00458,77.61561,N/A,False,14,0.19
ORD-10249,reliable_rest,2026-03-01 19:52,12.9716,77.5946,12.98457,77.61561,N/A,False,21,0.24
ORD-10250,reliable_rest,2026-03-01 19:53,12.9716,77.5946,13.01044,77.63205,N/A,False,20,0.78
ORD-10251,spice_garden,2026-03-01 19:30,12.9718,77.5948,13.00272,77.61154,N/A,False,15,0.69
ORD-10252,reliable_rest,2026-03-01 19:57,12.9716,77.5946,12.99023,77.60823,N/A,False,17,0.31
ORD-10253,spice_garden,2026-03-01 19:13,12.9718,77.5948,12.97203,77.59486,N/A,True,18,0.74
ORD-10254,reliable_rest,2026-03-01 19:55,12.9716,77.5946,13.00881,77.6113,N/A,False,12,0.24
ORD-10255,spice_garden,2026-03-01 19:27,12.9718,77.5948,12.97136,77.59478,N/A,True,20,0.87
ORD-10256,spice_garden,2026-03-01 19:34,12.9718,77.5948,12.97172,77.59441,N/A,True,24,0.35
ORD-10257,reliable_rest,2026-03-01 19:23,12.9716,77.5946,12.99963,77.63402,N/A,False,14,0.42
ORD-10258,spice_garden,2026-03-01 19:48,12.9718,77.5948,12.97108,77.59408,N/A,True,17,0.57
ORD-10259,reliable_rest,2026-03-01 19:48,12.9716,77.5946,12.99965,77.6234,N/A,False,16,0.27
ORD-10260,reliable_rest,2026-03-01 19:38,12.9716,77.5946,13.00641,77.61279,N/A,False,12,0.28
ORD-10261,reliable_rest,2026-03-01 19:38,12.9716,77.5946,13.00423,77.60711,N/A,False,14,0.43
ORD-10262,spice_garden,2026-03-01 19:19,12.9718,77.5948,12.97263,77.5939,N/A,True,12,0.49
ORD-10263,reliable_rest,2026-03-01 19:39,12.9716,77.5946,13.00911,77.60534,N/A,False,18,0.79
ORD-10264,reliable_rest,2026-03-01 19:17,12.9716,77.5946,13.00715,77.60544,N/A,False,13,0.18
ORD-10265,reliable_rest,2026-03-01 19:11,12.9716,77.5946,13.01055,77.60649,N/A,False,23,0.82
ORD-10266,spice_garden,2026-03-01 19:20,12.9718,77.5948,12.9721,77.59505,N/A,True,14,0.82
ORD-10267,spice_garden,2026-03-01 19:23,12.9718,77.5948,12.97089,77.59526,N/A,True,12,0.87
ORD-10268,reliable_rest,2026-03-01 19:41,12.9716,77.5946,13.00291,77.61815,N/A,False,13,0.14
ORD-10269,spice_garden,2026-03-01 19:55,12.9718,77.5948,12.97222,77.59443,N/A,True,14,0.4
ORD-10270,spice_garden,2026-03-01 19:52,12.9718,77.5948,12.97114,77.59479,N/A,True,20,0.26
ORD-10271,reliable_rest,2026-03-01 19:50,12.9716,77.5946,12.99667,77.61009,N/A,False,12,0.42
ORD-10272,reliable_rest,2026-03-01 19:37,12.9716,77.5946,12.98449,77.63107,N/A,False,12,0.36
ORD-10273,spice_garden,2026-03-01 19:32,12.9718,77.5948,12.97087,77.59527,N/A,True,18,0.33
ORD-10274,spice_garden,2026-03-01 19:50,12.9718,77.5948,12.98884,77.62445,N/A,False,17,0.52
ORD-10275,reliable_rest,2026-03-01 19:51,12.9716,77.5946,12.9707,77.59362,N/A,True,13,0.4
ORD-10276,reliable_rest,2026-03-01 19:59,12.9716,77.5946,12.98476,77.63385,N/A,False,18,0.52
ORD-10277,spice_garden,2026-03-01 19:25,12.9718,77.5948,12.97162,77.59448,N/A,True,21,0.33
ORD-10278,reliable_rest,2026-03-01 19:48,12.9716,77.5946,12.99938,77.63166,N/A,False,13,0.82
ORD-10279,reliable_rest,2026-03-01 19:48,12.9716,77.5946,13.00115,77.60819,N/A,False,12,0.13
ORD-10280,reliable_rest,2026-03-01 19:41,12.9716,77.5946,12.9999,77.60483,N/A,False,22,0.27
ORD-10281,reliable_rest,2026-03-01 19:31,12.9716,77.5946,12.9962,77.62543,N/A,False,25,0.77
ORD-10282,spice_garden,2026-03-01 19:44,12.9718,77.5948,12.97151,77.5954,N/A,True,16,0.58
ORD-10283,spice_garden,2026-03-01 19:40,12.9718,77.5948,12.97153,77.59441,N/A,True,18,0.55
ORD-10284,spice_garden,2026-03-01 19:31,12.9718,77.5948,12.97216,77.59511,N/A,True,23,0.64
ORD-10285,spice_garden,2026-03-01 19:17,12.9718,77.5948,12.97242,77.59543,N/A,True,17,0.75
ORD-10286,spice_garden,2026-03-01 19:53,12.9718,77.5948,12.98812,77.6168,N/A,False,15,0.87
ORD-10287,spice_garden,2026-03-01 19:30,12.9718,77.5948,12.97124,77.59402,N/A,True,15,0.35
ORD-10288,spice_garden,2026-03-01 19:24,12.9718,77.5948,12.97096,77.59381,N/A,True,19,0.53
ORD-10289,spice_garden,2026-03-01 19:52,12.9718,77.5948,12.97143,77.59515,N/A,True,20,0.8
ORD-10290,reliable_rest,2026-03-01 19:57,12.9716,77.5946,12.98696,77.6227,N/A,False,16,0.29
ORD-10291,reliable_rest,2026-03-01 19:10,12.9716,77.5946,12.99424,77.60727,N/A,False,21,0.24
ORD-10292,spice_garden,2026-03-01 19:36,12.9718,77.5948,12.97232,77.59552,N/A,True,19,0.15
ORD-10293,reliable_rest,2026-03-01 19:22,12.9716,77.5946,12.99201,77.60686,N/A,False,19,0.71
ORD-10294,spice_garden,2026-03-01 19:25,12.9718,77.5948,12.97173,77.5954,N/A,True,20,0.29
ORD-10295,reliable_rest,2026-03-01 19:28,12.9716,77.5946,13.00105,77.61292,N/A,False,21,0.67
ORD-10296,reliable_rest,2026-03-01 19:36,12.9716,77.5946,12.9707,77.59535,N/A,True,24,0.7
ORD-10297,reliable_rest,2026-03-01 19:39,12.9716,77.5946,12.99139,77.60894,N/A,False,17,0.27
ORD-10298,reliable_rest,2026-03-01 19:55,12.9716,77.5946,12.98621,77.61338,N/A,False,19,0.22
ORD-10299,reliable_rest,2026-03-01 19:17,12.9716,77.5946,12.98415,77.62886,N/A,False,13,0.14
